"As Of Date","Time Series","Value (millions)"
"2020-04-22","PDPOSTIPS-G11","-236"
"2020-04-22","PDPOSTIPS-G2","544"
"2020-04-22","PDPOSTIPS-G6L11","3904"
"2020-04-22","PDPOSTIPS-L2","4985"
"2020-04-29","PDPOSTIPS-G11","401"
"2020-04-29","PDPOSTIPS-G2","1924"
"2020-04-29","PDPOSTIPS-G6L11","3640"
"2020-04-29","PDPOSTIPS-L2","5545"
"2020-05-06","PDPOSTIPS-G11","-259"
"2020-05-06","PDPOSTIPS-G2","885"
"2020-05-06","PDPOSTIPS-G6L11","4024"
"2020-05-06","PDPOSTIPS-L2","7181"
"2020-05-13","PDPOSTIPS-G11","-640"
"2020-05-13","PDPOSTIPS-G2","2930"
"2020-05-13","PDPOSTIPS-G6L11","4475"
"2020-05-13","PDPOSTIPS-L2","6117"
"2020-05-20","PDPOSTIPS-G11","-784"
"2020-05-20","PDPOSTIPS-G2","3418"
"2020-05-20","PDPOSTIPS-G6L11","3984"
"2020-05-20","PDPOSTIPS-L2","5783"
"2020-05-27","PDPOSTIPS-G11","-637"
"2020-05-27","PDPOSTIPS-G2","3635"
"2020-05-27","PDPOSTIPS-G6L11","5273"
"2020-05-27","PDPOSTIPS-L2","5782"
"2020-06-03","PDPOSTIPS-G11","-218"
"2020-06-03","PDPOSTIPS-G2","4707"
"2020-06-03","PDPOSTIPS-G6L11","4171"
"2020-06-03","PDPOSTIPS-L2","5521"
"2020-06-10","PDPOSTIPS-G11","118"
"2020-06-10","PDPOSTIPS-G2","4456"
"2020-06-10","PDPOSTIPS-G6L11","3545"
"2020-06-10","PDPOSTIPS-L2","2388"
"2020-06-17","PDPOSTIPS-G11","-298"
"2020-06-17","PDPOSTIPS-G2","4008"
"2020-06-17","PDPOSTIPS-G6L11","4443"
"2020-06-17","PDPOSTIPS-L2","3563"
"2020-06-24","PDPOSTIPS-G11","-278"
"2020-06-24","PDPOSTIPS-G2","4992"
"2020-06-24","PDPOSTIPS-G6L11","3581"
"2020-06-24","PDPOSTIPS-L2","4601"
"2020-07-01","PDPOSTIPS-G11","264"
"2020-07-01","PDPOSTIPS-G2","5251"
"2020-07-01","PDPOSTIPS-G6L11","2677"
"2020-07-01","PDPOSTIPS-L2","4330"
"2020-07-08","PDPOSTIPS-G11","766"
"2020-07-08","PDPOSTIPS-G2","5451"
"2020-07-08","PDPOSTIPS-G6L11","2334"
"2020-07-08","PDPOSTIPS-L2","3621"
"2020-07-15","PDPOSTIPS-G11","474"
"2020-07-15","PDPOSTIPS-G2","4892"
"2020-07-15","PDPOSTIPS-G6L11","4229"
"2020-07-15","PDPOSTIPS-L2","5255"
"2020-07-22","PDPOSTIPS-G11","296"
"2020-07-22","PDPOSTIPS-G2","3111"
"2020-07-22","PDPOSTIPS-G6L11","3966"
"2020-07-22","PDPOSTIPS-L2","5189"
"2020-07-29","PDPOSTIPS-G11","-117"
"2020-07-29","PDPOSTIPS-G2","2727"
"2020-07-29","PDPOSTIPS-G6L11","5593"
"2020-07-29","PDPOSTIPS-L2","5511"
"2020-08-05","PDPOSTIPS-G11","409"
"2020-08-05","PDPOSTIPS-G2","1013"
"2020-08-05","PDPOSTIPS-G6L11","1838"
"2020-08-05","PDPOSTIPS-L2","8410"
"2020-08-12","PDPOSTIPS-G11","642"
"2020-08-12","PDPOSTIPS-G2","821"
"2020-08-12","PDPOSTIPS-G6L11","2063"
"2020-08-12","PDPOSTIPS-L2","6499"
"2020-08-19","PDPOSTIPS-G11","864"
"2020-08-19","PDPOSTIPS-G2","-883"
"2020-08-19","PDPOSTIPS-G6L11","2061"
"2020-08-19","PDPOSTIPS-L2","6903"
"2020-08-26","PDPOSTIPS-G11","1514"
"2020-08-26","PDPOSTIPS-G2","-1922"
"2020-08-26","PDPOSTIPS-G6L11","1581"
"2020-08-26","PDPOSTIPS-L2","7503"
"2020-09-02","PDPOSTIPS-G11","1276"
"2020-09-02","PDPOSTIPS-G2","-1889"
"2020-09-02","PDPOSTIPS-G6L11","2990"
"2020-09-02","PDPOSTIPS-L2","8114"
"2020-09-09","PDPOSTIPS-G11","856"
"2020-09-09","PDPOSTIPS-G2","-1484"
"2020-09-09","PDPOSTIPS-G6L11","3621"
"2020-09-09","PDPOSTIPS-L2","9316"
"2020-09-16","PDPOSTIPS-G11","752"
"2020-09-16","PDPOSTIPS-G2","-1350"
"2020-09-16","PDPOSTIPS-G6L11","3523"
"2020-09-16","PDPOSTIPS-L2","6906"
"2020-09-23","PDPOSTIPS-G11","-698"
"2020-09-23","PDPOSTIPS-G2","-132"
"2020-09-23","PDPOSTIPS-G6L11","6744"
"2020-09-23","PDPOSTIPS-L2","6640"
"2020-09-30","PDPOSTIPS-G11","-436"
"2020-09-30","PDPOSTIPS-G2","379"
"2020-09-30","PDPOSTIPS-G6L11","5527"
"2020-09-30","PDPOSTIPS-L2","5386"
"2020-10-07","PDPOSTIPS-G11","154"
"2020-10-07","PDPOSTIPS-G2","1071"
"2020-10-07","PDPOSTIPS-G6L11","3940"
"2020-10-07","PDPOSTIPS-L2","4348"
"2020-10-14","PDPOSTIPS-G11","69"
"2020-10-14","PDPOSTIPS-G2","2391"
"2020-10-14","PDPOSTIPS-G6L11","4503"
"2020-10-14","PDPOSTIPS-L2","3737"
"2020-10-21","PDPOSTIPS-G11","-135"
"2020-10-21","PDPOSTIPS-G2","3624"
"2020-10-21","PDPOSTIPS-G6L11","3259"
"2020-10-21","PDPOSTIPS-L2","3162"
"2020-10-28","PDPOSTIPS-G11","-827"
"2020-10-28","PDPOSTIPS-G2","4107"
"2020-10-28","PDPOSTIPS-G6L11","4458"
"2020-10-28","PDPOSTIPS-L2","3786"
"2020-11-04","PDPOSTIPS-G11","-413"
"2020-11-04","PDPOSTIPS-G2","2140"
"2020-11-04","PDPOSTIPS-G6L11","5526"
"2020-11-04","PDPOSTIPS-L2","5557"
"2020-11-11","PDPOSTIPS-G11","-278"
"2020-11-11","PDPOSTIPS-G2","1978"
"2020-11-11","PDPOSTIPS-G6L11","5291"
"2020-11-11","PDPOSTIPS-L2","3801"
"2020-11-18","PDPOSTIPS-G11","-48"
"2020-11-18","PDPOSTIPS-G2","2268"
"2020-11-18","PDPOSTIPS-G6L11","4279"
"2020-11-18","PDPOSTIPS-L2","3184"
"2020-11-25","PDPOSTIPS-G11","-167"
"2020-11-25","PDPOSTIPS-G2","2497"
"2020-11-25","PDPOSTIPS-G6L11","4804"
"2020-11-25","PDPOSTIPS-L2","2424"
"2020-12-02","PDPOSTIPS-G11","-77"
"2020-12-02","PDPOSTIPS-G2","2898"
"2020-12-02","PDPOSTIPS-G6L11","2077"
"2020-12-02","PDPOSTIPS-L2","3775"
"2020-12-09","PDPOSTIPS-G11","400"
"2020-12-09","PDPOSTIPS-G2","3452"
"2020-12-09","PDPOSTIPS-G6L11","1379"
"2020-12-09","PDPOSTIPS-L2","3135"
"2020-12-16","PDPOSTIPS-G11","622"
"2020-12-16","PDPOSTIPS-G2","3628"
"2020-12-16","PDPOSTIPS-G6L11","65"
"2020-12-16","PDPOSTIPS-L2","2697"
"2020-12-23","PDPOSTIPS-G11","244"
"2020-12-23","PDPOSTIPS-G2","3183"
"2020-12-23","PDPOSTIPS-G6L11","927"
"2020-12-23","PDPOSTIPS-L2","3273"
"2020-12-30","PDPOSTIPS-G11","226"
"2020-12-30","PDPOSTIPS-G2","6145"
"2020-12-30","PDPOSTIPS-G6L11","464"
"2020-12-30","PDPOSTIPS-L2","3554"
"2021-01-06","PDPOSTIPS-G11","168"
"2021-01-06","PDPOSTIPS-G2","4658"
"2021-01-06","PDPOSTIPS-G6L11","1416"
"2021-01-06","PDPOSTIPS-L2","3550"
"2021-01-13","PDPOSTIPS-G11","-65"
"2021-01-13","PDPOSTIPS-G2","3598"
"2021-01-13","PDPOSTIPS-G6L11","2612"
"2021-01-13","PDPOSTIPS-L2","2853"
"2021-01-20","PDPOSTIPS-G11","-223"
"2021-01-20","PDPOSTIPS-G2","3852"
"2021-01-20","PDPOSTIPS-G6L11","3768"
"2021-01-20","PDPOSTIPS-L2","181"
"2021-01-27","PDPOSTIPS-G11","806"
"2021-01-27","PDPOSTIPS-G2","2529"
"2021-01-27","PDPOSTIPS-G6L11","3251"
"2021-01-27","PDPOSTIPS-L2","1261"
"2021-02-03","PDPOSTIPS-G11","20"
"2021-02-03","PDPOSTIPS-G2","2247"
"2021-02-03","PDPOSTIPS-G6L11","1568"
"2021-02-03","PDPOSTIPS-L2","3141"
"2021-02-10","PDPOSTIPS-G11","100"
"2021-02-10","PDPOSTIPS-G2","2948"
"2021-02-10","PDPOSTIPS-G6L11","1313"
"2021-02-10","PDPOSTIPS-L2","2762"
"2021-02-17","PDPOSTIPS-G11","-8"
"2021-02-17","PDPOSTIPS-G2","2618"
"2021-02-17","PDPOSTIPS-G6L11","1890"
"2021-02-17","PDPOSTIPS-L2","3056"
"2021-02-24","PDPOSTIPS-G11","376"
"2021-02-24","PDPOSTIPS-G2","3379"
"2021-02-24","PDPOSTIPS-G6L11","2037"
"2021-02-24","PDPOSTIPS-L2","1859"
"2021-03-03","PDPOSTIPS-G11","28"
"2021-03-03","PDPOSTIPS-G2","1215"
"2021-03-03","PDPOSTIPS-G6L11","2427"
"2021-03-03","PDPOSTIPS-L2","2217"
"2021-03-10","PDPOSTIPS-G11","14"
"2021-03-10","PDPOSTIPS-G2","1646"
"2021-03-10","PDPOSTIPS-G6L11","2847"
"2021-03-10","PDPOSTIPS-L2","493"
"2021-03-17","PDPOSTIPS-G11","-321"
"2021-03-17","PDPOSTIPS-G2","2341"
"2021-03-17","PDPOSTIPS-G6L11","4466"
"2021-03-17","PDPOSTIPS-L2","-165"
"2021-03-24","PDPOSTIPS-G11","-431"
"2021-03-24","PDPOSTIPS-G2","2277"
"2021-03-24","PDPOSTIPS-G6L11","4305"
"2021-03-24","PDPOSTIPS-L2","-1073"
"2021-03-31","PDPOSTIPS-G11","487"
"2021-03-31","PDPOSTIPS-G2","507"
"2021-03-31","PDPOSTIPS-G6L11","2703"
"2021-03-31","PDPOSTIPS-L2","-991"
"2021-04-07","PDPOSTIPS-G11","563"
"2021-04-07","PDPOSTIPS-G2","975"
"2021-04-07","PDPOSTIPS-G6L11","2179"
"2021-04-07","PDPOSTIPS-L2","-683"
"2021-04-14","PDPOSTIPS-G11","1121"
"2021-04-14","PDPOSTIPS-G2","1335"
"2021-04-14","PDPOSTIPS-G6L11","1350"
"2021-04-14","PDPOSTIPS-L2","-2185"
"2021-04-21","PDPOSTIPS-G11","664"
"2021-04-21","PDPOSTIPS-G2","3199"
"2021-04-21","PDPOSTIPS-G6L11","1945"
"2021-04-21","PDPOSTIPS-L2","-2984"
"2021-04-28","PDPOSTIPS-G11","655"
"2021-04-28","PDPOSTIPS-G2","2253"
"2021-04-28","PDPOSTIPS-G6L11","1982"
"2021-04-28","PDPOSTIPS-L2","-3564"
"2021-05-05","PDPOSTIPS-G11","365"
"2021-05-05","PDPOSTIPS-G2","144"
"2021-05-05","PDPOSTIPS-G6L11","927"
"2021-05-05","PDPOSTIPS-L2","-1"
"2021-05-12","PDPOSTIPS-G11","4"
"2021-05-12","PDPOSTIPS-G2","1048"
"2021-05-12","PDPOSTIPS-G6L11","601"
"2021-05-12","PDPOSTIPS-L2","386"
"2021-05-19","PDPOSTIPS-G11","-574"
"2021-05-19","PDPOSTIPS-G2","111"
"2021-05-19","PDPOSTIPS-G6L11","2179"
"2021-05-19","PDPOSTIPS-L2","1618"
"2021-05-26","PDPOSTIPS-G11","-430"
"2021-05-26","PDPOSTIPS-G2","-499"
"2021-05-26","PDPOSTIPS-G6L11","3388"
"2021-05-26","PDPOSTIPS-L2","1311"
"2021-06-02","PDPOSTIPS-G11","-347"
"2021-06-02","PDPOSTIPS-G2","2139"
"2021-06-02","PDPOSTIPS-G6L11","1996"
"2021-06-02","PDPOSTIPS-L2","1884"
"2021-06-09","PDPOSTIPS-G11","-561"
"2021-06-09","PDPOSTIPS-G2","2578"
"2021-06-09","PDPOSTIPS-G6L11","2857"
"2021-06-09","PDPOSTIPS-L2","1978"
"2021-06-16","PDPOSTIPS-G11","-428"
"2021-06-16","PDPOSTIPS-G2","2115"
"2021-06-16","PDPOSTIPS-G6L11","3173"
"2021-06-16","PDPOSTIPS-L2","2776"
"2021-06-23","PDPOSTIPS-G11","-77"
"2021-06-23","PDPOSTIPS-G2","370"
"2021-06-23","PDPOSTIPS-G6L11","1866"
"2021-06-23","PDPOSTIPS-L2","2749"
"2021-06-30","PDPOSTIPS-G11","-452"
"2021-06-30","PDPOSTIPS-G2","1240"
"2021-06-30","PDPOSTIPS-G6L11","1962"
"2021-06-30","PDPOSTIPS-L2","3370"
"2021-07-07","PDPOSTIPS-G11","-512"
"2021-07-07","PDPOSTIPS-G2","626"
"2021-07-07","PDPOSTIPS-G6L11","2801"
"2021-07-07","PDPOSTIPS-L2","3158"
"2021-07-14","PDPOSTIPS-G11","34"
"2021-07-14","PDPOSTIPS-G2","332"
"2021-07-14","PDPOSTIPS-G6L11","2487"
"2021-07-14","PDPOSTIPS-L2","3011"
"2021-07-21","PDPOSTIPS-G11","-103"
"2021-07-21","PDPOSTIPS-G2","2501"
"2021-07-21","PDPOSTIPS-G6L11","1877"
"2021-07-21","PDPOSTIPS-L2","1298"
"2021-07-28","PDPOSTIPS-G11","-21"
"2021-07-28","PDPOSTIPS-G2","3267"
"2021-07-28","PDPOSTIPS-G6L11","3306"
"2021-07-28","PDPOSTIPS-L2","1055"
"2021-08-04","PDPOSTIPS-G11","-400"
"2021-08-04","PDPOSTIPS-G2","1380"
"2021-08-04","PDPOSTIPS-G6L11","2456"
"2021-08-04","PDPOSTIPS-L2","4087"
"2021-08-11","PDPOSTIPS-G11","-182"
"2021-08-11","PDPOSTIPS-G2","-210"
"2021-08-11","PDPOSTIPS-G6L11","2784"
"2021-08-11","PDPOSTIPS-L2","1899"
"2021-08-18","PDPOSTIPS-G11","-313"
"2021-08-18","PDPOSTIPS-G2","-644"
"2021-08-18","PDPOSTIPS-G6L11","2667"
"2021-08-18","PDPOSTIPS-L2","490"
"2021-08-25","PDPOSTIPS-G11","827"
"2021-08-25","PDPOSTIPS-G2","66"
"2021-08-25","PDPOSTIPS-G6L11","1264"
"2021-08-25","PDPOSTIPS-L2","-801"
"2021-09-01","PDPOSTIPS-G11","200"
"2021-09-01","PDPOSTIPS-G2","336"
"2021-09-01","PDPOSTIPS-G6L11","2097"
"2021-09-01","PDPOSTIPS-L2","-659"
"2021-09-08","PDPOSTIPS-G11","326"
"2021-09-08","PDPOSTIPS-G2","234"
"2021-09-08","PDPOSTIPS-G6L11","2374"
"2021-09-08","PDPOSTIPS-L2","-164"
"2021-09-15","PDPOSTIPS-G11","535"
"2021-09-15","PDPOSTIPS-G2","430"
"2021-09-15","PDPOSTIPS-G6L11","2473"
"2021-09-15","PDPOSTIPS-L2","-659"
"2021-09-22","PDPOSTIPS-G11","284"
"2021-09-22","PDPOSTIPS-G2","2402"
"2021-09-22","PDPOSTIPS-G6L11","2066"
"2021-09-22","PDPOSTIPS-L2","419"
"2021-09-29","PDPOSTIPS-G11","390"
"2021-09-29","PDPOSTIPS-G2","158"
"2021-09-29","PDPOSTIPS-G6L11","4292"
"2021-09-29","PDPOSTIPS-L2","898"
"2021-10-06","PDPOSTIPS-G11","749"
"2021-10-06","PDPOSTIPS-G2","3843"
"2021-10-06","PDPOSTIPS-G6L11","969"
"2021-10-06","PDPOSTIPS-L2","2137"
"2021-10-13","PDPOSTIPS-G11","759"
"2021-10-13","PDPOSTIPS-G2","4738"
"2021-10-13","PDPOSTIPS-G6L11","351"
"2021-10-13","PDPOSTIPS-L2","3277"
"2021-10-20","PDPOSTIPS-G11","122"
"2021-10-20","PDPOSTIPS-G2","2939"
"2021-10-20","PDPOSTIPS-G6L11","1535"
"2021-10-20","PDPOSTIPS-L2","1004"
"2021-10-27","PDPOSTIPS-G11","-196"
"2021-10-27","PDPOSTIPS-G2","5181"
"2021-10-27","PDPOSTIPS-G6L11","1786"
"2021-10-27","PDPOSTIPS-L2","2902"
"2021-11-03","PDPOSTIPS-G11","-804"
"2021-11-03","PDPOSTIPS-G2","3544"
"2021-11-03","PDPOSTIPS-G6L11","2844"
"2021-11-03","PDPOSTIPS-L2","3146"
"2021-11-10","PDPOSTIPS-G11","-809"
"2021-11-10","PDPOSTIPS-G2","4129"
"2021-11-10","PDPOSTIPS-G6L11","2827"
"2021-11-10","PDPOSTIPS-L2","4236"
"2021-11-17","PDPOSTIPS-G11","-619"
"2021-11-17","PDPOSTIPS-G2","4717"
"2021-11-17","PDPOSTIPS-G6L11","2477"
"2021-11-17","PDPOSTIPS-L2","3527"
"2021-11-24","PDPOSTIPS-G11","-595"
"2021-11-24","PDPOSTIPS-G2","2585"
"2021-11-24","PDPOSTIPS-G6L11","2597"
"2021-11-24","PDPOSTIPS-L2","3162"
"2021-12-01","PDPOSTIPS-G11","-531"
"2021-12-01","PDPOSTIPS-G2","3951"
"2021-12-01","PDPOSTIPS-G6L11","2090"
"2021-12-01","PDPOSTIPS-L2","3656"
"2021-12-08","PDPOSTIPS-G11","-242"
"2021-12-08","PDPOSTIPS-G2","3487"
"2021-12-08","PDPOSTIPS-G6L11","1612"
"2021-12-08","PDPOSTIPS-L2","3556"
"2021-12-15","PDPOSTIPS-G11","-150"
"2021-12-15","PDPOSTIPS-G2","4334"
"2021-12-15","PDPOSTIPS-G6L11","1140"
"2021-12-15","PDPOSTIPS-L2","2430"
"2021-12-22","PDPOSTIPS-G11","-326"
"2021-12-22","PDPOSTIPS-G2","4876"
"2021-12-22","PDPOSTIPS-G6L11","853"
"2021-12-22","PDPOSTIPS-L2","1957"
"2021-12-29","PDPOSTIPS-G11","-330"
"2021-12-29","PDPOSTIPS-G2","4604"
"2021-12-29","PDPOSTIPS-G6L11","118"
"2021-12-29","PDPOSTIPS-L2","2105"
